year,crop,window_start_dekad,crop_is_maize,cum_rain_since_sep1,onset_reached,last_dekad_rain,last3_rain,last3_anom_z,prev_dekad_wet,pre_jul_aug_mm,prev_mam_mm,prev_sond_total,pre_tmax_anom,p_rain_sufficient,p_dry_spell,p_temp_stress,risk_score,sim_margin_median,sim_margin_p10,label
1991,beans,30,0,171.2,1,49.9,123.2,1.067,1,15.9,395.0,434.2,-0.407,0.951,0.003,0.0,0.025,32.8,8.6,suitable
1991,maize,31,1,206.7,1,35.5,137.1,1.026,1,15.9,395.0,434.2,-0.407,0.169,0.001,0.0,0.416,-31.3,-68.8,risky
1991,beans,31,0,206.7,1,35.5,137.1,1.026,1,15.9,395.0,434.2,-0.407,0.725,0.001,0.002,0.138,10.8,-13.5,risky
1991,maize,32,1,237.3,1,30.6,116.0,-0.119,1,15.9,395.0,434.2,-0.407,0.214,0.007,0.0,0.395,-27.6,-70.8,risky
1991,beans,32,0,237.3,1,30.6,116.0,-0.119,1,15.9,395.0,434.2,-0.407,0.252,0.003,0.011,0.377,-14.3,-39.4,risky
1991,maize,33,1,263.7,1,26.4,92.5,-1.495,1,15.9,395.0,434.2,-0.407,0.188,0.066,0.0,0.426,-35.8,-77.9,risky
1991,beans,33,0,263.7,1,26.4,92.5,-1.495,1,15.9,395.0,434.2,-0.407,0.031,0.049,0.027,0.505,-45.2,-72.2,delay
1992,maize,25,1,0.0,0,3.7,7.2,-1.219,0,7.2,335.7,376.1,-0.595,0.966,0.164,0.0,0.066,59.5,16.6,suitable
1992,beans,25,0,0.0,0,3.7,7.2,-1.219,0,7.2,335.7,376.1,-0.595,0.87,0.136,0.005,0.107,30.4,-4.1,suitable
1992,maize,26,1,36.9,1,36.9,41.5,-0.766,1,7.2,335.7,376.1,-0.595,0.931,0.123,0.0,0.071,46.8,5.5,suitable
1992,beans,26,0,36.9,1,36.9,41.5,-0.766,1,7.2,335.7,376.1,-0.595,0.931,0.111,0.003,0.068,40.3,4.9,suitable
1992,maize,27,1,64.6,1,27.7,68.3,-0.39,1,7.2,335.7,376.1,-0.595,0.865,0.048,0.0,0.082,34.1,-7.0,suitable
1992,beans,27,0,64.6,1,27.7,68.3,-0.39,1,7.2,335.7,376.1,-0.595,0.981,0.046,0.002,0.024,50.9,20.2,suitable
1992,maize,28,1,81.9,1,17.4,81.9,-0.283,0,7.2,335.7,376.1,-0.595,0.701,0.059,0.0,0.167,17.9,-22.1,suitable
1992,beans,28,0,81.9,1,17.4,81.9,-0.283,0,7.2,335.7,376.1,-0.595,0.977,0.057,0.0,0.029,48.9,16.5,suitable
1992,maize,29,1,127.4,1,45.5,90.5,-0.115,1,7.2,335.7,376.1,-0.595,0.527,0.013,0.0,0.24,2.3,-35.4,suitable
1992,beans,29,0,127.4,1,45.5,90.5,-0.115,1,7.2,335.7,376.1,-0.595,0.97,0.012,0.001,0.019,43.9,14.8,suitable
1992,maize,30,1,179.1,1,51.6,114.5,0.606,1,7.2,335.7,376.1,-0.595,0.322,0.003,0.0,0.34,-13.8,-49.3,suitable
1992,beans,30,0,179.1,1,51.6,114.5,0.606,1,7.2,335.7,376.1,-0.595,0.96,0.003,0.0,0.021,33.7,9.0,suitable
1992,maize,31,1,236.8,1,57.8,154.9,1.856,1,7.2,335.7,376.1,-0.595,0.178,0.0,0.0,0.411,-29.7,-67.3,risky
1992,beans,31,0,236.8,1,57.8,154.9,1.856,1,7.2,335.7,376.1,-0.595,0.761,0.0,0.002,0.12,12.8,-11.1,suitable
1992,maize,32,1,270.3,1,33.5,142.9,1.241,1,7.2,335.7,376.1,-0.595,0.232,0.0,0.0,0.384,-25.6,-65.0,risky
1992,beans,32,0,270.3,1,33.5,142.9,1.241,1,7.2,335.7,376.1,-0.595,0.314,0.0,0.006,0.344,-10.1,-36.4,suitable
1992,maize,33,1,309.5,1,39.2,130.4,0.815,1,7.2,335.7,376.1,-0.595,0.253,0.003,0.0,0.374,-22.2,-62.9,suitable
1992,beans,33,0,309.5,1,39.2,130.4,0.815,1,7.2,335.7,376.1,-0.595,0.051,0.003,0.01,0.477,-34.3,-59.0,risky
1993,maize,25,1,0.0,0,17.0,54.5,0.711,0,54.5,367.2,433.1,-0.419,0.989,0.032,0.0,0.015,71.4,32.3,delay
1993,beans,25,0,0.0,0,17.0,54.5,0.711,0,54.5,367.2,433.1,-0.419,0.958,0.024,0.018,0.032,40.3,11.0,delay
1993,maize,26,1,14.1,0,14.1,37.2,-0.957,0,54.5,367.2,433.1,-0.419,0.927,0.122,0.0,0.073,47.1,6.5,delay
1993,beans,26,0,14.1,0,14.1,37.2,-0.957,0,54.5,367.2,433.1,-0.419,0.933,0.119,0.005,0.07,39.7,6.4,delay
1993,maize,27,1,27.0,0,12.8,43.9,-1.551,0,54.5,367.2,433.1,-0.419,0.806,0.163,0.0,0.146,26.2,-16.2,delay
1993,beans,27,0,27.0,0,12.8,43.9,-1.551,0,54.5,367.2,433.1,-0.419,0.938,0.157,0.004,0.079,44.5,8.3,delay
1993,maize,28,1,43.2,0,16.3,43.2,-2.505,0,54.5,367.2,433.1,-0.419,0.498,0.264,0.0,0.33,-0.2,-40.3,delay
1993,beans,28,0,43.2,0,16.3,43.2,-2.505,0,54.5,367.2,433.1,-0.419,0.889,0.264,0.003,0.135,31.0,-1.2,delay
1993,maize,29,1,62.2,0,19.0,48.1,-2.451,0,54.5,367.2,433.1,-0.419,0.294,0.223,0.0,0.42,-18.8,-57.0,risky
1993,beans,29,0,62.2,0,19.0,48.1,-2.451,0,54.5,367.2,433.1,-0.419,0.824,0.221,0.001,0.155,20.8,-9.0,suitable
1993,maize,30,1,78.5,0,16.3,51.5,-2.734,0,54.5,367.2,433.1,-0.419,0.162,0.159,0.0,0.467,-34.7,-76.4,risky
1993,beans,30,0,78.5,0,16.3,51.5,-2.734,0,54.5,367.2,433.1,-0.419,0.706,0.158,0.002,0.195,13.1,-15.8,suitable
1993,maize,31,1,107.1,1,28.6,63.9,-2.394,1,54.5,367.2,433.1,-0.419,0.101,0.108,0.0,0.482,-45.2,-88.5,risky
1993,beans,31,0,107.1,1,28.6,63.9,-2.394,1,54.5,367.2,433.1,-0.419,0.427,0.106,0.003,0.319,-3.5,-34.8,suitable
1993,maize,32,1,148.1,1,41.0,85.9,-1.638,1,54.5,367.2,433.1,-0.419,0.148,0.06,0.0,0.444,-38.9,-84.1,risky
1993,beans,32,0,148.1,1,41.0,85.9,-1.638,1,54.5,367.2,433.1,-0.419,0.146,0.049,0.008,0.443,-21.6,-55.0,suitable
1993,maize,33,1,179.1,1,31.0,100.6,-0.998,1,54.5,367.2,433.1,-0.419,0.202,0.037,0.0,0.41,-30.7,-74.8,risky
1993,beans,33,0,179.1,1,31.0,100.6,-0.998,1,54.5,367.2,433.1,-0.419,0.022,0.021,0.03,0.501,-44.3,-71.8,risky
1994,maize,25,1,0.0,0,12.5,28.0,-0.371,0,35.9,331.4,302.3,-0.054,0.981,0.095,0.0,0.038,63.2,24.6,suitable
1994,beans,25,0,0.0,0,12.5,28.0,-0.371,0,35.9,331.4,302.3,-0.054,0.907,0.076,0.067,0.083,34.6,1.3,suitable
1994,maize,26,1,26.1,1,26.1,54.1,-0.218,1,35.9,331.4,302.3,-0.054,0.952,0.07,0.0,0.045,54.0,10.7,suitable
1994,beans,26,0,26.1,1,26.1,54.1,-0.218,1,35.9,331.4,302.3,-0.054,0.957,0.066,0.024,0.046,46.3,11.5,suitable
1994,maize,27,1,59.4,1,33.3,71.9,-0.218,1,35.9,331.4,302.3,-0.054,0.895,0.049,0.001,0.067,36.1,-0.7,suitable
1994,beans,27,0,59.4,1,33.3,71.9,-0.218,1,35.9,331.4,302.3,-0.054,0.983,0.047,0.018,0.026,53.2,21.8,suitable
1994,maize,28,1,91.4,1,32.0,91.4,0.261,1,35.9,331.4,302.3,-0.054,0.807,0.008,0.0,0.099,22.1,-11.5,suitable
1994,beans,28,0,91.4,1,32.0,91.4,0.261,1,35.9,331.4,302.3,-0.054,0.992,0.008,0.006,0.008,55.1,26.7,suitable
1994,maize,29,1,134.3,1,42.9,108.1,0.855,1,35.9,331.4,302.3,-0.054,0.544,0.006,0.0,0.23,3.6,-31.3,risky
1994,beans,29,0,134.3,1,42.9,108.1,0.855,1,35.9,331.4,302.3,-0.054,0.986,0.006,0.004,0.01,43.6,18.2,suitable
1994,maize,30,1,166.6,1,32.3,107.2,0.217,1,35.9,331.4,302.3,-0.054,0.355,0.0,0.0,0.323,-11.2,-49.8,risky
1994,beans,30,0,166.6,1,32.3,107.2,0.217,1,35.9,331.4,302.3,-0.054,0.965,0.0,0.008,0.019,34.5,10.4,suitable
1994,maize,31,1,206.6,1,40.0,115.1,-0.001,1,35.9,331.4,302.3,-0.054,0.161,0.0,0.003,0.42,-31.0,-70.7,risky
1994,beans,31,0,206.6,1,40.0,115.1,-0.001,1,35.9,331.4,302.3,-0.054,0.73,0.0,0.015,0.138,11.4,-12.3,suitable
1994,maize,32,1,244.8,1,38.2,110.5,-0.397,1,35.9,331.4,302.3,-0.054,0.184,0.007,0.0,0.41,-32.7,-71.6,risky
1994,beans,32,0,244.8,1,38.2,110.5,-0.397,1,35.9,331.4,302.3,-0.054,0.232,0.005,0.033,0.392,-15.6,-42.3,risky
1994,maize,33,1,281.5,1,36.7,114.9,-0.129,1,35.9,331.4,302.3,-0.054,0.235,0.002,0.0,0.383,-24.7,-70.3,risky
1994,beans,33,0,281.5,1,36.7,114.9,-0.129,1,35.9,331.4,302.3,-0.054,0.041,0.001,0.084,0.497,-38.7,-64.5,risky
1995,maize,25,1,0.0,0,0.0,0.3,-1.499,0,0.3,325.6,402.9,-0.171,0.97,0.23,0.0,0.084,57.5,17.6,suitable
1995,beans,25,0,0.0,0,0.0,0.3,-1.499,0,0.3,325.6,402.9,-0.171,0.85,0.193,0.034,0.14,27.6,-6.3,suitable
1995,maize,26,1,39.7,1,39.7,40.0,-0.834,1,0.3,325.6,402.9,-0.171,0.934,0.119,0.0,0.069,46.5,5.5,suitable
1995,beans,26,0,39.7,1,39.7,40.0,-0.834,1,0.3,325.6,402.9,-0.171,0.941,0.112,0.012,0.066,39.6,7.0,suitable
1995,maize,27,1,61.8,1,22.2,61.8,-0.697,1,0.3,325.6,402.9,-0.171,0.856,0.083,0.0,0.097,31.8,-7.0,suitable
1995,beans,27,0,61.8,1,22.2,61.8,-0.697,1,0.3,325.6,402.9,-0.171,0.968,0.082,0.014,0.043,49.9,17.1,suitable
1995,maize,28,1,88.1,1,26.3,88.1,0.071,1,0.3,325.6,402.9,-0.171,0.774,0.01,0.0,0.116,22.3,-16.4,suitable
1995,beans,28,0,88.1,1,26.3,88.1,0.071,1,0.3,325.6,402.9,-0.171,0.99,0.01,0.01,0.01,53.2,23.6,suitable
1995,maize,29,1,127.9,1,39.8,88.3,-0.238,1,0.3,325.6,402.9,-0.171,0.533,0.018,0.0,0.239,2.7,-35.2,risky
1995,beans,29,0,127.9,1,39.8,88.3,-0.238,1,0.3,325.6,402.9,-0.171,0.976,0.018,0.002,0.018,42.6,14.0,suitable
1995,maize,30,1,157.5,1,29.6,95.7,-0.389,1,0.3,325.6,402.9,-0.171,0.298,0.003,0.0,0.352,-18.0,-57.5,risky
1995,beans,30,0,157.5,1,29.6,95.7,-0.389,1,0.3,325.6,402.9,-0.171,0.94,0.003,0.003,0.032,30.6,4.8,suitable
1995,maize,31,1,192.2,1,34.7,104.1,-0.515,1,0.3,325.6,402.9,-0.171,0.139,0.004,0.001,0.432,-35.2,-74.0,risky
1995,beans,31,0,192.2,1,34.7,104.1,-0.515,1,0.3,325.6,402.9,-0.171,0.648,0.004,0.006,0.178,8.1,-20.7,risky
1995,maize,32,1,229.4,1,37.2,101.5,-0.852,1,0.3,325.6,402.9,-0.171,0.187,0.02,0.0,0.412,-29.3,-72.8,risky
1995,beans,32,0,229.4,1,37.2,101.5,-0.852,1,0.3,325.6,402.9,-0.171,0.201,0.015,0.019,0.408,-17.6,-45.5,risky
1995,maize,33,1,265.2,1,35.8,107.6,-0.572,1,0.3,325.6,402.9,-0.171,0.243,0.016,0.0,0.383,-27.6,-71.8,risky
1995,beans,33,0,265.2,1,35.8,107.6,-0.572,1,0.3,325.6,402.9,-0.171,0.033,0.007,0.072,0.5,-39.7,-68.0,risky
1996,maize,25,1,0.0,0,22.7,36.4,-0.027,1,42.2,315.9,384.7,-0.507,0.977,0.087,0.0,0.038,67.2,25.4,suitable
1996,beans,25,0,0.0,0,22.7,36.4,-0.027,1,42.2,315.9,384.7,-0.507,0.921,0.072,0.005,0.062,37.8,3.4,suitable
1996,maize,26,1,34.7,1,34.7,71.1,0.521,1,42.2,315.9,384.7,-0.507,0.971,0.032,0.0,0.024,55.2,17.3,suitable
1996,beans,26,0,34.7,1,34.7,71.1,0.521,1,42.2,315.9,384.7,-0.507,0.974,0.029,0.005,0.023,48.4,15.8,suitable
1996,maize,27,1,64.4,1,29.7,87.1,0.506,1,42.2,315.9,384.7,-0.507,0.915,0.013,0.0,0.046,40.5,2.6,suitable
1996,beans,27,0,64.4,1,29.7,87.1,0.506,1,42.2,315.9,384.7,-0.507,0.997,0.013,0.001,0.006,57.8,27.7,suitable
1996,maize,28,1,93.2,1,28.8,93.2,0.362,1,42.2,315.9,384.7,-0.507,0.779,0.007,0.0,0.113,23.5,-15.7,suitable
1996,beans,28,0,93.2,1,28.8,93.2,0.362,1,42.2,315.9,384.7,-0.507,0.994,0.007,0.0,0.005,54.1,24.1,suitable
1996,maize,29,1,125.8,1,32.6,91.1,-0.082,1,42.2,315.9,384.7,-0.507,0.563,0.014,0.0,0.223,3.9,-35.5,risky
1996,beans,29,0,125.8,1,32.6,91.1,-0.082,1,42.2,315.9,384.7,-0.507,0.971,0.014,0.0,0.019,43.7,14.1,suitable
1996,maize,30,1,164.0,1,38.2,99.6,-0.181,1,42.2,315.9,384.7,-0.507,0.308,0.0,0.0,0.346,-15.1,-51.6,risky
1996,beans,30,0,164.0,1,38.2,99.6,-0.181,1,42.2,315.9,384.7,-0.507,0.953,0.0,0.0,0.024,33.1,8.6,suitable
1996,maize,31,1,187.7,1,23.7,94.5,-0.965,1,42.2,315.9,384.7,-0.507,0.143,0.02,0.0,0.434,-37.8,-78.7,risky
1996,beans,31,0,187.7,1,23.7,94.5,-0.965,1,42.2,315.9,384.7,-0.507,0.576,0.02,0.002,0.218,4.9,-23.1,suitable
1996,maize,32,1,229.7,1,42.1,104.0,-0.726,1,42.2,315.9,384.7,-0.507,0.179,0.011,0.0,0.414,-33.6,-79.5,risky
1996,beans,32,0,229.7,1,42.1,104.0,-0.726,1,42.2,315.9,384.7,-0.507,0.213,0.006,0.003,0.396,-18.7,-45.8,risky
1996,maize,33,1,268.5,1,38.8,104.5,-0.763,1,42.2,315.9,384.7,-0.507,0.222,0.028,0.0,0.397,-28.9,-73.6,risky
1996,beans,33,0,268.5,1,38.8,104.5,-0.763,1,42.2,315.9,384.7,-0.507,0.036,0.016,0.021,0.491,-41.0,-68.1,risky
1997,maize,25,1,0.0,0,9.5,21.1,-0.65,0,21.2,367.3,387.9,-0.467,0.982,0.13,0.0,0.048,63.1,22.4,suitable
1997,beans,25,0,0.0,0,9.5,21.1,-0.65,0,21.2,367.3,387.9,-0.467,0.903,0.108,0.014,0.084,33.8,0.9,risky
1997,maize,26,1,29.0,1,29.0,38.6,-0.896,1,21.2,367.3,387.9,-0.467,0.925,0.138,0.0,0.079,44.6,3.9,suitable
1997,beans,26,0,29.0,1,29.0,38.6,-0.896,1,21.2,367.3,387.9,-0.467,0.923,0.131,0.001,0.078,40.0,3.5,risky
1997,maize,27,1,51.9,1,22.8,61.3,-0.721,1,21.2,367.3,387.9,-0.467,0.849,0.093,0.0,0.103,34.0,-6.9,suitable
1997,beans,27,0,51.9,1,22.8,61.3,-0.721,1,21.2,367.3,387.9,-0.467,0.973,0.091,0.003,0.041,50.3,14.3,suitable
1997,maize,28,1,66.5,1,14.7,66.5,-1.167,0,21.2,367.3,387.9,-0.467,0.632,0.11,0.0,0.217,10.5,-29.5,suitable
1997,beans,28,0,66.5,1,14.7,66.5,-1.167,0,21.2,367.3,387.9,-0.467,0.962,0.11,0.002,0.052,43.1,11.1,suitable
1997,maize,29,1,105.9,1,39.4,76.9,-0.865,1,21.2,367.3,387.9,-0.467,0.457,0.05,0.0,0.286,-2.8,-42.7,suitable
1997,beans,29,0,105.9,1,39.4,76.9,-0.865,1,21.2,367.3,387.9,-0.467,0.937,0.05,0.0,0.046,38.0,7.2,suitable
1997,maize,30,1,152.9,1,47.0,101.0,-0.107,1,21.2,367.3,387.9,-0.467,0.339,0.0,0.0,0.331,-13.4,-49.7,suitable
1997,beans,30,0,152.9,1,47.0,101.0,-0.107,1,21.2,367.3,387.9,-0.467,0.966,0.0,0.001,0.017,34.6,9.7,suitable
1997,maize,31,1,182.9,1,30.0,116.3,0.056,1,21.2,367.3,387.9,-0.467,0.169,0.001,0.0,0.416,-33.3,-73.8,risky
1997,beans,31,0,182.9,1,30.0,116.3,0.056,1,21.2,367.3,387.9,-0.467,0.666,0.001,0.002,0.168,10.6,-17.8,suitable
1997,maize,32,1,224.3,1,41.4,118.4,0.004,1,21.2,367.3,387.9,-0.467,0.209,0.003,0.0,0.396,-28.6,-71.2,suitable
1997,beans,32,0,224.3,1,41.4,118.4,0.004,1,21.2,367.3,387.9,-0.467,0.253,0.0,0.008,0.375,-13.8,-40.1,risky
1997,maize,33,1,273.0,1,48.7,120.1,0.186,1,21.2,367.3,387.9,-0.467,0.26,0.005,0.0,0.371,-23.8,-65.9,risky
1997,beans,33,0,273.0,1,48.7,120.1,0.186,1,21.2,367.3,387.9,-0.467,0.045,0.003,0.026,0.484,-36.2,-63.5,risky
1998,maize,25,1,0.0,0,6.1,17.3,-0.806,0,27.0,397.1,398.2,-0.325,0.977,0.129,0.0,0.05,61.7,22.7,suitable
1998,beans,25,0,0.0,0,6.1,17.3,-0.806,0,27.0,397.1,398.2,-0.325,0.891,0.098,0.023,0.088,32.1,-1.1,suitable
1998,maize,26,1,27.2,1,27.2,44.5,-0.636,1,27.0,397.1,398.2,-0.325,0.938,0.102,0.0,0.062,46.9,9.2,suitable
1998,beans,26,0,27.2,1,27.2,44.5,-0.636,1,27.0,397.1,398.2,-0.325,0.955,0.095,0.007,0.052,42.2,8.4,suitable
1998,maize,27,1,53.3,1,26.1,59.3,-0.816,1,27.0,397.1,398.2,-0.325,0.846,0.074,0.0,0.099,31.5,-9.5,suitable
1998,beans,27,0,53.3,1,26.1,59.3,-0.816,1,27.0,397.1,398.2,-0.325,0.969,0.069,0.007,0.038,48.6,16.2,suitable
1998,maize,28,1,80.7,1,27.4,80.7,-0.358,1,27.0,397.1,398.2,-0.325,0.732,0.039,0.0,0.146,18.5,-20.2,suitable
1998,beans,28,0,80.7,1,27.4,80.7,-0.358,1,27.0,397.1,398.2,-0.325,0.979,0.039,0.0,0.022,50.4,18.6,suitable
1998,maize,29,1,117.8,1,37.1,90.6,-0.113,1,27.0,397.1,398.2,-0.325,0.547,0.005,0.0,0.228,4.6,-33.9,risky
1998,beans,29,0,117.8,1,37.1,90.6,-0.113,1,27.0,397.1,398.2,-0.325,0.977,0.004,0.001,0.013,44.0,16.1,suitable
1998,maize,30,1,158.1,1,40.3,104.8,0.095,1,27.0,397.1,398.2,-0.325,0.345,0.002,0.0,0.328,-12.3,-51.6,risky
1998,beans,30,0,158.1,1,40.3,104.8,0.095,1,27.0,397.1,398.2,-0.325,0.964,0.002,0.001,0.019,34.5,9.1,suitable
1998,maize,31,1,198.4,1,40.3,117.8,0.122,1,27.0,397.1,398.2,-0.325,0.149,0.0,0.0,0.425,-32.6,-72.6,delay
1998,beans,31,0,198.4,1,40.3,117.8,0.122,1,27.0,397.1,398.2,-0.325,0.675,0.0,0.003,0.163,9.7,-16.1,risky
1998,maize,32,1,237.9,1,39.5,120.2,0.093,1,27.0,397.1,398.2,-0.325,0.194,0.0,0.0,0.403,-28.1,-70.1,delay
1998,beans,32,0,237.9,1,39.5,120.2,0.093,1,27.0,397.1,398.2,-0.325,0.278,0.0,0.013,0.364,-13.5,-39.4,risky
1998,maize,33,1,273.4,1,35.5,115.3,-0.104,1,27.0,397.1,398.2,-0.325,0.237,0.008,0.0,0.384,-25.4,-66.3,delay
1998,beans,33,0,273.4,1,35.5,115.3,-0.104,1,27.0,397.1,398.2,-0.325,0.053,0.002,0.035,0.481,-36.6,-62.7,delay
1999,maize,25,1,0.0,0,30.6,57.0,0.814,1,57.2,318.2,373.3,-0.728,0.992,0.023,0.0,0.011,71.6,31.4,suitable
1999,beans,25,0,0.0,0,30.6,57.0,0.814,1,57.2,318.2,373.3,-0.728,0.951,0.02,0.001,0.031,41.0,9.6,suitable
1999,maize,26,1,32.0,1,32.0,71.1,0.521,1,57.2,318.2,373.3,-0.728,0.956,0.038,0.0,0.033,57.3,16.1,suitable
1999,beans,26,0,32.0,1,32.0,71.1,0.521,1,57.2,318.2,373.3,-0.728,0.979,0.035,0.001,0.021,49.4,18.7,suitable
1999,maize,27,1,61.7,1,29.8,92.4,0.758,1,57.2,318.2,373.3,-0.728,0.934,0.007,0.0,0.035,40.4,5.6,suitable
1999,beans,27,0,61.7,1,29.8,92.4,0.758,1,57.2,318.2,373.3,-0.728,1.0,0.006,0.004,0.003,57.4,29.2,suitable
1999,maize,28,1,89.6,1,27.8,89.6,0.154,1,57.2,318.2,373.3,-0.728,0.782,0.007,0.0,0.111,22.6,-13.8,suitable
1999,beans,28,0,89.6,1,27.8,89.6,0.154,1,57.2,318.2,373.3,-0.728,0.994,0.007,0.001,0.005,54.5,24.6,suitable
1999,maize,29,1,121.5,1,31.9,89.5,-0.171,1,57.2,318.2,373.3,-0.728,0.537,0.009,0.0,0.234,3.5,-35.6,risky
1999,beans,29,0,121.5,1,31.9,89.5,-0.171,1,57.2,318.2,373.3,-0.728,0.973,0.009,0.0,0.016,42.8,13.8,suitable
1999,maize,30,1,150.8,1,29.3,89.1,-0.743,1,57.2,318.2,373.3,-0.728,0.3,0.015,0.0,0.354,-16.4,-58.0,risky
1999,beans,30,0,150.8,1,29.3,89.1,-0.743,1,57.2,318.2,373.3,-0.728,0.901,0.015,0.0,0.054,30.3,0.1,suitable
1999,maize,31,1,189.8,1,39.0,100.2,-0.698,1,57.2,318.2,373.3,-0.728,0.14,0.013,0.0,0.434,-36.9,-76.6,risky
1999,beans,31,0,189.8,1,39.0,100.2,-0.698,1,57.2,318.2,373.3,-0.728,0.608,0.013,0.002,0.2,6.2,-21.2,suitable
1999,maize,32,1,222.9,1,33.2,101.5,-0.852,1,57.2,318.2,373.3,-0.728,0.174,0.014,0.0,0.417,-35.5,-78.1,risky
1999,beans,32,0,222.9,1,33.2,101.5,-0.852,1,57.2,318.2,373.3,-0.728,0.199,0.011,0.002,0.404,-18.0,-47.0,risky
1999,maize,33,1,262.7,1,39.7,111.9,-0.314,1,57.2,318.2,373.3,-0.728,0.245,0.012,0.0,0.381,-26.4,-72.4,risky
1999,beans,33,0,262.7,1,39.7,111.9,-0.314,1,57.2,318.2,373.3,-0.728,0.042,0.005,0.005,0.481,-38.3,-65.9,risky
2000,maize,25,1,0.0,0,5.0,19.9,-0.703,0,20.2,328.3,386.5,0.702,0.977,0.125,0.008,0.051,61.4,20.3,delay
2000,beans,25,0,0.0,0,5.0,19.9,-0.703,0,20.2,328.3,386.5,0.702,0.876,0.092,0.359,0.161,30.9,-2.6,risky
2000,maize,26,1,26.5,1,26.5,35.7,-1.019,1,20.2,328.3,386.5,0.702,0.918,0.124,0.017,0.082,45.0,4.2,suitable
2000,beans,26,0,26.5,1,26.5,35.7,-1.019,1,20.2,328.3,386.5,0.702,0.927,0.115,0.256,0.122,39.2,5.5,risky
2000,maize,27,1,47.3,1,20.8,52.3,-1.15,1,20.2,328.3,386.5,0.702,0.812,0.116,0.022,0.133,30.2,-11.8,suitable
2000,beans,27,0,47.3,1,20.8,52.3,-1.15,1,20.2,328.3,386.5,0.702,0.95,0.114,0.216,0.102,44.8,11.9,risky
2000,maize,28,1,58.3,1,11.0,58.3,-1.637,0,20.2,328.3,386.5,0.702,0.56,0.159,0.046,0.277,5.5,-32.8,suitable
2000,beans,28,0,58.3,1,11.0,58.3,-1.637,0,20.2,328.3,386.5,0.702,0.92,0.158,0.133,0.114,38.2,4.3,risky
2000,maize,29,1,103.0,1,44.7,76.5,-0.888,1,20.2,328.3,386.5,0.702,0.463,0.051,0.04,0.292,-2.4,-41.2,suitable
2000,beans,29,0,103.0,1,44.7,76.5,-0.888,1,20.2,328.3,386.5,0.702,0.951,0.051,0.097,0.059,38.7,7.0,risky
2000,maize,30,1,149.7,1,46.7,102.4,-0.036,1,20.2,328.3,386.5,0.702,0.321,0.002,0.024,0.345,-14.5,-50.9,suitable
2000,beans,30,0,149.7,1,46.7,102.4,-0.036,1,20.2,328.3,386.5,0.702,0.959,0.002,0.098,0.041,33.5,9.1,risky
2000,maize,31,1,204.0,1,54.2,145.6,1.422,1,20.2,328.3,386.5,0.702,0.19,0.001,0.023,0.41,-27.5,-69.2,risky
2000,beans,31,0,204.0,1,54.2,145.6,1.422,1,20.2,328.3,386.5,0.702,0.743,0.001,0.118,0.152,12.4,-11.1,risky
2000,maize,32,1,252.0,1,48.1,149.0,1.55,1,20.2,328.3,386.5,0.702,0.221,0.003,0.033,0.397,-26.0,-64.1,risky
2000,beans,32,0,252.0,1,48.1,149.0,1.55,1,20.2,328.3,386.5,0.702,0.301,0.003,0.262,0.403,-10.1,-35.6,risky
2000,maize,33,1,300.8,1,48.8,151.1,2.075,1,20.2,328.3,386.5,0.702,0.299,0.002,0.03,0.357,-18.7,-62.7,risky
2000,beans,33,0,300.8,1,48.8,151.1,2.075,1,20.2,328.3,386.5,0.702,0.071,0.0,0.443,0.553,-33.0,-55.6,delay
2001,maize,25,1,0.0,0,9.7,38.4,0.053,0,52.0,303.7,415.8,-1.416,0.982,0.072,0.0,0.031,68.2,27.3,suitable
2001,beans,25,0,0.0,0,9.7,38.4,0.053,0,52.0,303.7,415.8,-1.416,0.926,0.055,0.001,0.054,36.8,5.4,suitable
2001,maize,26,1,29.4,1,29.4,64.4,0.228,1,52.0,303.7,415.8,-1.416,0.966,0.042,0.0,0.03,54.2,17.4,suitable
2001,beans,26,0,29.4,1,29.4,64.4,0.228,1,52.0,303.7,415.8,-1.416,0.975,0.04,0.0,0.025,48.5,17.2,suitable
2001,maize,27,1,72.9,1,43.5,82.6,0.293,1,52.0,303.7,415.8,-1.416,0.92,0.025,0.0,0.047,39.6,4.3,suitable
2001,beans,27,0,72.9,1,43.5,82.6,0.293,1,52.0,303.7,415.8,-1.416,0.987,0.025,0.0,0.014,57.8,28.3,suitable
2001,maize,28,1,104.2,1,31.3,104.2,0.994,1,52.0,303.7,415.8,-1.416,0.797,0.004,0.0,0.103,24.8,-10.6,suitable
2001,beans,28,0,104.2,1,31.3,104.2,0.994,1,52.0,303.7,415.8,-1.416,0.994,0.003,0.0,0.004,55.6,28.7,suitable
2001,maize,29,1,141.1,1,36.9,111.7,1.048,1,52.0,303.7,415.8,-1.416,0.582,0.004,0.0,0.21,6.0,-29.4,risky
2001,beans,29,0,141.1,1,36.9,111.7,1.048,1,52.0,303.7,415.8,-1.416,0.99,0.004,0.0,0.006,45.8,18.8,suitable
2001,maize,30,1,182.7,1,41.6,109.7,0.355,1,52.0,303.7,415.8,-1.416,0.325,0.002,0.0,0.338,-12.8,-51.3,risky
2001,beans,30,0,182.7,1,41.6,109.7,0.355,1,52.0,303.7,415.8,-1.416,0.959,0.002,0.0,0.021,35.8,9.5,suitable
2001,maize,31,1,222.1,1,39.4,117.9,0.128,1,52.0,303.7,415.8,-1.416,0.171,0.0,0.0,0.414,-31.9,-67.0,risky
